StudentCode,MCRCourseCode,UCASCourseCode,AcademicYear,ProgrammeOfStudy,Route,FeeStatusCode,FeeStatus,DateCreated,CycleOfApplication
202009146,UGACFMXFU01,NN43,2020/21,BSc,Accounting and Financial Management,H,Home,20/12/2019,2020
202009147,UGSOCWXFU01,L500,2020/21,BA,Social Work,H,Home,20/12/2019,2020
202009148,UGBUSMFFU01,NN1G,2020/21,BA,Business Management,H,Home,20/12/2019,2020
202009149,UGTHPHXFU01,F340,2020/21,BSc,Theoretical Physics,H,Home,20/12/2019,2020
202009150,UGMAMEXFU01,HB38,2020/21,BEng,Mechanical and Medical Engineering,H,Home,20/12/2019,2020
202009151,UGCRIMXFU01,M930,2020/21,BA,Criminology,H,Home,20/12/2019,2020
202009152,UGSAESXFU01,C610,2020/21,BSc,Sport and Exercise Science,H,Home,20/12/2019,2020
202009153,UGBIOMXFU01,BC99,2020/21,BSc,Biomedical Science,H,Home,20/12/2019,2020
202009154,UGCWFSXFU01,WW86,2020/21,BA,Creative Writing and Film Studies,H,Home,20/12/2019,2020
202009155,UGMARIFFU01,C164,2020/21,BSc,Marine Biology,H,Home,20/12/2019,2020
202009156,UGMARIXFU01,C160,2020/21,BSc,Marine Biology,H,Home,20/12/2019,2020
202009157,UGBIOMXFU01,BC99,2020/21,BSc,Biomedical Science,H,Home,20/12/2019,2020
202009158,UGCOMSXFU01,G400,2020/21,BSc,Computer Science,H,Home,20/12/2019,2020
202009159,UGSPREXFU01,C602,2020/21,BSc,Sport Rehabilitation,H,Home,20/12/2019,2020
202009160,UGBIOCXFU01,C700,2020/21,BSc,Biochemistry,O,Overseas,20/12/2019,2020
202009161,UGINREXFU01,L290,2020/21,BA,Politics and International Relations,H,Home,20/12/2019,2020
202009162,UGPCRIXFU01,C8M9,2020/21,BSc,Psychology with Criminology,H,Home,20/12/2019,2020
202009163,UGFLMSXFU01,W631,2020/21,BA,Film Studies,H,Home,20/12/2019,2020
202009164,UGPARAXFU01,B780,2020/21,BSc,Paramedic Science,Q,Query,20/12/2019,2020
202009165,UGMIDWXFU01,B720,2020/21,BSc,Midwifery,Q,Query,20/12/2019,2020
202009166,UGBIOLXFU01,C100,2020/21,BSc,Biology,H,Home,20/12/2019,2020
202009167,UGESUSXFU01,X300,2020/21,BA,Education Studies,Q,Query,20/12/2019,2020
202009168,UGPSYCXFU01,C800,2020/21,BSc,Psychology,H,Home,20/12/2019,2020
202009169,UGSAESXFU01,C610,2020/21,BSc,Sport and Exercise Science,H,Home,20/12/2019,2020
202009170,UGPRITXFU01,X120,2020/21,BA,Primary Teaching,H,Home,20/12/2019,2020
202009171,UGNURMXFU01,B760,2020/21,BSc,Nursing (Mental Health),H,Home,20/12/2019,2020
202009171,UGNURAXFU01,B740,2020/21,BSc,Nursing (Adult),H,Home,20/12/2019,2020
202009172,UGCRFSXFU01,M9F4,2020/21,BA,Criminology with Forensic Science,H,Home,20/12/2019,2020
202009173,UGBLSCPFU01,J961,2020/21,BSc,Logistics and Supply Chain Management,H,Home,20/12/2019,2020
202009174,UGBIOMXFU01,BC99,2020/21,BSc,Biomedical Science,H,Home,20/12/2019,2020
202009175,UGLAWXXFU01,M100,2020/21,LLB,Law,H,Home,20/12/2019,2020
202009176,UGPARAXFU01,B780,2020/21,BSc,Paramedic Science,H,Home,20/12/2019,2020
202009177,UGFOSCFFU01,F411,2020/21,BSc,Forensic Science,H,Home,20/12/2019,2020
202009178,UGMECEMFU01,H301,2020/21,MEng,Mechanical Engineering,H,Home,20/12/2019,2020
202009180,UGLAWXXFU01,M100,2020/21,LLB,Law,H,Home,20/12/2019,2020
202009181,UGCHEMMFU01,F102,2020/21,MChem,Chemistry,H,Home,20/12/2019,2020
202009182,UGPSYCXFU01,C800,2020/21,BSc,Psychology,H,Home,20/12/2019,2020
202009183,UGBIMEPFU01,H161,2020/21,BEng,Biomedical Engineering,H,Home,20/12/2019,2020
202009184,UGBUSMAFU01,N121,2020/21,BA,Business Management,H,Home,20/12/2019,2020
202009185,UGCRPSXFU01,M9C8,2020/21,BA,Criminology with Psychology,H,Home,20/12/2019,2020
202009186,UGBUSMXFU01,N100,2020/21,BA,Business Management,H,Home,20/12/2019,2020
202009187,UGNURAXFU01,B740,2020/21,BSc,Nursing (Adult),H,Home,20/12/2019,2020
202009188,UGPSYCXFU01,C800,2020/21,BSc,Psychology,H,Home,20/12/2019,2020
202009189,UGENGLXFU01,Q300,2020/21,BA,English,H,Home,20/12/2019,2020
202009190,UGCRIMXFU01,M930,2020/21,BA,Criminology,H,Home,20/12/2019,2020
202009191,UGCSGDPFU01,G493,2020/21,BSc,Computer Science for Games Development,H,Home,20/12/2019,2020
202009192,UGNURAXFU01,B740,2020/21,BSc,Nursing (Adult),H,Home,20/12/2019,2020
202009193,UGMIDWXFU01,B720,2020/21,BSc,Midwifery,H,Home,20/12/2019,2020
202009194,UGNURAXFU02,B740,2020/21,BSc,Nursing (Adult),H,Home,20/12/2019,2020
202009194,UGNURAXFU01,B740,2020/21,BSc,Nursing (Adult),H,Home,20/12/2019,2020
202009195,UGPRITXFU01,X120,2020/21,BA,Primary Teaching,H,Home,20/12/2019,2020
202009196,UGBIOMXFU01,BC99,2020/21,BSc,Biomedical Science,Q,Query,20/12/2019,2020
202009197,UGPHYSOXFU01,B160,2020/21,BSc,Physiotherapy,H,Home,20/12/2019,2020
202009198,UGPARAXFU01,B780,2020/21,BSc,Paramedic Science,H,Home,20/12/2019,2020
202009199,UGPHILXFU01,V500,2020/21,BA,Philosophy,H,Home,20/12/2019,2020
202009200,UGEACSXFU01,X312,2020/21,BA,Early Childhood Studies,H,Home,20/12/2019,2020
202009201,UGBSGEXFU01,F800,2020/21,BSc,Geography,H,Home,20/12/2019,2020
202009202,UGMUSCXFU01,W300,2020/21,BA,Music,H,Home,20/12/2019,2020
202009203,UGCRIMXFU01,M930,2020/21,BA,Criminology,H,Home,20/12/2019,2020
202009204,UGGADEXFU01,W291,2020/21,BA,Game Design,H,Home,20/12/2019,2020
202009205,UGNURAXFU01,B740,2020/21,BSc,Nursing (Adult),H,Home,20/12/2019,2020
202009206,UGPSYCXFU01,C800,2020/21,BSc,Psychology,H,Home,20/12/2019,2020
202009207,UGSCPSXFU01,CB69,2020/21,BSc,Sports Coaching and Performance Science,H,Home,20/12/2019,2020
202009208,UGCRIMXFU01,M930,2020/21,BA,Criminology,H,Home,20/12/2019,2020
202009209,UGNURAXFU01,B740,2020/21,BSc,Nursing (Adult),H,Home,20/12/2019,2020
202009210,UGPRITXFU01,X120,2020/21,BA,Primary Teaching,H,Home,20/12/2019,2020
202009211,UGGADEXFU01,W291,2020/21,BA,Game Design,H,Home,20/12/2019,2020
202009212,UGPCRIXFU01,C8M9,2020/21,BSc,Psychology with Criminology,H,Home,20/12/2019,2020
202009213,UGFOSCXFU01,F410,2020/21,BSc,Forensic Science,Q,Query,20/12/2019,2020
202009214,UGPRITFFU01,X187,2020/21,BA,Primary Teaching,H,Home,20/12/2019,2020
202009214,UGPRITXFU01,X120,2020/21,BA,Primary Teaching,H,Home,20/12/2019,2020
202009215,UGPARAXFU01,B780,2020/21,BSc,Paramedic Science,H,Home,20/12/2019,2020
202009216,UGESUSXFU01,X300,2020/21,BA,Education Studies,H,Home,20/12/2019,2020
202009217,UGMEPRXFU01,W374,2020/21,BA,Media Production,H,Home,20/12/2019,2020
202009218,UGMESTXFU01,P306,2020/21,BA,Media Studies,H,Home,20/12/2019,2020
202009218,UGDIGDXFU01,W212,2020/21,BA,Digital Design,H,Home,20/12/2019,2020
202009218,UGDIGDXFU01,W212,2020/21,BA,Digital Design,H,Home,20/12/2019,2020
202009219,UGMIDWXFU01,B720,2020/21,BSc,Midwifery,H,Home,20/12/2019,2020
202009220,UGPOLTXFU01,L200,2020/21,BA,Politics,H,Home,20/12/2019,2020
202009221,UGPRITXFU01,X120,2020/21,BA,Primary Teaching,H,Home,20/12/2019,2020
202009222,UGNURAXFU01,B740,2020/21,BSc,Nursing (Adult),H,Home,20/12/2019,2020
202009222,UGNURAXFU02,B740,2020/21,BSc,Nursing (Adult),H,Home,20/12/2019,2020
202009223,UGBIMEXFU01,H160,2020/21,BEng,Biomedical Engineering,H,Home,20/12/2019,2020
202009224,UGNURAXFU01,B740,2020/21,BSc,Nursing (Adult),H,Home,20/12/2019,2020
202009224,UGNURAXFU02,B740,2020/21,BSc,Nursing (Adult),H,Home,20/12/2019,2020
202009225,UGDRMAXFU01,W400,2020/21,BA,Drama and Theatre Practice,H,Home,20/12/2019,2020
202009226,UGNURCXFU01,B730,2020/21,BSc,Nursing (Child),H,Home,20/12/2019,2020
202009228,UGNURAXFU01,B740,2020/21,BSc,Nursing (Adult),H,Home,20/12/2019,2020
202009228,UGNURAXFU02,B740,2020/21,BSc,Nursing (Adult),H,Home,20/12/2019,2020
202009229,UGMIDWXFU01,B720,2020/21,BSc,Midwifery,H,Home,20/12/2019,2020
202009230,UGHISTXFU01,V100,2020/21,BA,History,H,Home,20/12/2019,2020
202009231,UGBIOCXFU01,C700,2020/21,BSc,Biochemistry,H,Home,20/12/2019,2020
202009232,UGBPLSPFU01,L230,2020/21,BA,British Politics and Legislative Studies,H,Home,20/12/2019,2020
202009232,UGINREXFU01,L290,2020/21,BA,Politics and International Relations,H,Home,20/12/2019,2020
202009232,UGPOLTXFU01,L200,2020/21,BA,Politics,H,Home,20/12/2019,2020
202009233,UGPARAXFU01,B780,2020/21,BSc,Paramedic Science,H,Home,20/12/2019,2020
202009234,UGNURAXFU01,B740,2020/21,BSc,Nursing (Adult),H,Home,20/12/2019,2020
202009234,UGNURLXFU01,B761,2020/21,BSc,Nursing (Learning Disability),H,Home,20/12/2019,2020
202009235,UGCOMSFFU01,G401,2020/21,BSc,Computer Science,H,Home,20/12/2019,2020
202009236,UGDIGDXFU01,W212,2020/21,BA,Digital Design,H,Home,20/12/2019,2020
202009237,UGFOSCXFU01,F410,2020/21,BSc,Forensic Science,H,Home,20/12/2019,2020
202009238,UGPARAXFU01,B780,2020/21,BSc,Paramedic Science,H,Home,20/12/2019,2020
202009238,UGNURAXFU02,B740,2020/21,BSc,Nursing (Adult),H,Home,04/01/2021,2021
202009239,UGNURAXFU01,B740,2020/21,BSc,Nursing (Adult),H,Home,20/12/2019,2020
202009239,UGCRFSXFU01,M9F4,2020/21,BA,Criminology with Forensic Science,H,Home,19/08/2020,2020
202009240,UGSOCWXFU01,L500,2020/21,BA,Social Work,H,Home,20/12/2019,2020
202009241,UGNURMXFU01,B760,2020/21,BSc,Nursing (Mental Health),H,Home,20/12/2019,2020
202009242,UGNURAXFU01,B740,2020/21,BSc,Nursing (Adult),H,Home,20/12/2019,2020
202009243,UGNURAXFU01,B740,2020/21,BSc,Nursing (Adult),H,Home,20/12/2019,2020
202009244,UGPSYCXFU01,C800,2020/21,BSc,Psychology,H,Home,20/12/2019,2020
202009245,UGFOSCFFU01,F411,2020/21,BSc,Forensic Science,H,Home,20/12/2019,2020
202009246,UGCRPSXFU01,M9C8,2020/21,BA,Criminology with Psychology,H,Home,20/12/2019,2020
202009247,UGMUPDXFU01,W370,2020/21,BA,Music Production,H,Home,20/12/2019,2020
202009248,UGINREXFU01,L290,2020/21,BA,Politics and International Relations,H,Home,20/12/2019,2020
202009249,UGPSYCFFU01,C802,2020/21,BSc,Psychology,H,Home,20/12/2019,2020
202009249,UGPSYCXFU01,C800,2020/21,BSc,Psychology,H,Home,20/12/2019,2020
202009250,UGFOSCXFU01,F410,2020/21,BSc,Forensic Science,H,Home,20/12/2019,2020
202009251,UGFOSCFFU01,F411,2020/21,BSc,Forensic Science,H,Home,20/12/2019,2020
202009252,UGSOCWXFU01,L500,2020/21,BA,Social Work,H,Home,20/12/2019,2020
202009253,UGMARIXFU01,C160,2020/21,BSc,Marine Biology,H,Home,20/12/2019,2020
202009253,UGMARIXFU01,C160,2020/21,BSc,Marine Biology,H,Home,20/12/2019,2020
202009254,UGNURCXFU01,B730,2020/21,BSc,Nursing (Child),H,Home,20/12/2019,2020
202009254,UGCRLAXFU01,M9M1,2020/21,BA,Criminology with Law,H,Home,11/07/2020,2020
202009254,UGCRLAXFU01,M9M1,2020/21,BA,Criminology with Law,H,Home,28/08/2020,2020
202009255,UGSPREXFU01,C602,2020/21,BSc,Sport Rehabilitation,H,Home,20/12/2019,2020
202009256,UGSCPSXFU01,CB69,2020/21,BSc,Sports Coaching and Performance Science,H,Home,20/12/2019,2020
202009257,UGLAWXXFU01,M100,2020/21,LLB,Law,H,Home,20/12/2019,2020
202009258,UGPHYSFFU01,F301,2020/21,BSc,Physics,H,Home,20/12/2019,2020
202009259,UGNURAXFU01,B740,2020/21,BSc,Nursing (Adult),H,Home,20/12/2019,2020
202009260,UGNURMXFU01,B760,2020/21,BSc,Nursing (Mental Health),H,Home,20/12/2019,2020
202009261,UGGADEXFU01,W291,2020/21,BA,Game Design,H,Home,20/12/2019,2020
202009262,UGCRPSXFU01,M9C8,2020/21,BA,Criminology with Psychology,H,Home,20/12/2019,2020
202009263,UGSOCWXFU01,L500,2020/21,BA,Social Work,H,Home,20/12/2019,2020
202009264,UGPRITXFU01,X120,2020/21,BA,Primary Teaching,H,Home,20/12/2019,2020
202009265,UGMUSCXFU01,W300,2020/21,BA,Music,H,Home,20/12/2019,2020
202009266,UGSPREXFU01,C602,2020/21,BSc,Sport Rehabilitation,H,Home,20/12/2019,2020
202009267,UGLACRXFU01,M1M2,2020/21,LLB,Law with Criminology,H,Home,20/12/2019,2020
202009267,UGLAWXXFU01,M100,2020/21,LLB,Law,H,Home,20/12/2019,2020
202009267,UGLAWXFFU01,M102,2020/21,LLB,Law,H,Home,20/12/2019,2020
202009268,UGNURAXFU01,B740,2020/21,BSc,Nursing (Adult),H,Home,20/12/2019,2020
202009269,UGNURCXFU01,B730,2020/21,BSc,Nursing (Child),H,Home,20/12/2019,2020
202009270,UGNURCXFU01,B730,2020/21,BSc,Nursing (Child),H,Home,20/12/2019,2020
202009271,UGCHEEMFU01,H811,2020/21,MEng,Chemical Engineering,H,Home,20/12/2019,2020
202009272,UGMIDWXFU01,B720,2020/21,BSc,Midwifery,H,Home,20/12/2019,2020
202009273,UGPARAXFU01,B780,2020/21,BSc,Paramedic Science,H,Home,20/12/2019,2020
202009274,UGBSGEXFU01,F800,2020/21,BSc,Geography,H,Home,20/12/2019,2020
202009275,UGCRIMFFU01,M931,2020/21,BA,Criminology,H,Home,20/12/2019,2020
202009276,UGCSSEXFU01,G600,2020/21,BSc,Computer Science (Software Engineering),H,Home,20/12/2019,2020
202009277,UGMIDWXFU01,B720,2020/21,BSc,Midwifery,H,Home,20/12/2019,2020
202009278,UGMECEFFU01,H302,2020/21,BEng,Mechanical Engineering,H,Home,20/12/2019,2020
202009278,UGMECEPFU01,H303,2020/21,BEng,Mechanical Engineering,H,Home,20/12/2019,2020
202009279,UGTHPHMFU01,F341,2020/21,MPhys,Theoretical Physics,H,Home,20/12/2019,2020
202009280,UGODPRXFU01,B990,2020/21,BSc,Operating Department Practice,H,Home,20/12/2019,2020
202009281,UGPHYSOXFU01,B160,2020/21,BSc,Physiotherapy,H,Home,20/12/2019,2020
202009282,UGMIDWXFU01,B720,2020/21,BSc,Midwifery,H,Home,20/12/2019,2020
202009283,UGMUSCXFU01,W300,2020/21,BA,Music,H,Home,20/12/2019,2020
202009284,UGCRIMXFU01,M930,2020/21,BA,Criminology,H,Home,20/12/2019,2020
202009285,UGCHEEFFU01,H812,2020/21,BEng,Chemical Engineering,H,Home,20/12/2019,2020
202009286,UGCRLAXFU01,M9M1,2020/21,BA,Criminology with Law,H,Home,20/12/2019,2020
202009287,UGACFMXFU01,NN43,2020/21,BSc,Accounting and Financial Management,H,Home,20/12/2019,2020
202009287,UGACFMXFU01,NN43,2020/21,BSc,Accounting and Financial Management,H,Home,17/08/2020,2020
202009288,UGBIMEXFU01,H160,2020/21,BEng,Biomedical Engineering,H,Home,20/12/2019,2020
202009289,UGWRSTXFU01,L252,2020/21,BA,War Studies,H,Home,20/12/2019,2020
202009292,UGNURAXFU01,B740,2020/21,BSc,Nursing (Adult),H,Home,20/12/2019,2020
202009292,UGNURAXFU02,B740,2020/21,BSc,Nursing (Adult),H,Home,20/12/2019,2020
202009293,UGCRSOXFU01,LM39,2020/21,BA,Criminology and Sociology,H,Home,20/12/2019,2020
202009294,UGPHYSXFU01,F300,2020/21,BSc,Physics,H,Home,20/12/2019,2020
202009295,UGCSGDAFU01,G494,2020/21,BSc,Computer Science for Games Development,H,Home,20/12/2019,2020
202009296,UGPCRIXFU01,C8M9,2020/21,BSc,Psychology with Criminology,H,Home,20/12/2019,2020
202009297,UGSAESXFU01,C610,2020/21,BSc,Sport and Exercise Science,H,Home,20/12/2019,2020
202009298,UGMIDWXFU01,B720,2020/21,BSc,Midwifery,H,Home,20/12/2019,2020
202009299,UGBMENXFU01,N124,2020/21,BA,Business Management with Entrepreneurship,H,Home,20/12/2019,2020
202009300,UGENGLXFU01,Q300,2020/21,BA,English,H,Home,20/12/2019,2020
202009301,UGNURAXFU01,B740,2020/21,BSc,Nursing (Adult),H,Home,20/12/2019,2020
202009303,UGEAEEXFU01,H604,2020/21,BEng,Electrical and Electronic Engineering,H,Home,20/12/2019,2020
202009303,UGEAEEXFU01,H604,2020/21,BEng,Electrical and Electronic Engineering,H,Home,23/12/2019,2020
202009304,UGNURAXFU01,B740,2020/21,BSc,Nursing (Adult),H,Home,20/12/2019,2020
202009305,UGMATHXFU01,G100,2020/21,BSc,Mathematics,H,Home,20/12/2019,2020
202009305,UGCOMSXFU01,G400,2020/21,BSc,Computer Science,H,Home,20/12/2019,2020
202009313,UGFINMXFU01,N340,2020/21,BSc,Financial Management,O,Overseas,24/10/2020,2020
202009314,UGFINMXFU01,N340,2020/21,BSc,Financial Management,O,Overseas,24/10/2020,2020
202009316,UGBMMKXFU01,NN15,2020/21,BA,Business Management and Marketing,O,Overseas,24/10/2020,2020
202009319,UGBMFMXFU01,NN13,2020/21,BA,Business Management and Financial Management,O,Overseas,24/10/2020,2020
202009321,UGBMMKXFU01,NN15,2020/21,BA,Business Management and Marketing,O,Overseas,24/10/2020,2020
202009327,UGMECEFFU01,H302,2020/21,BEng,Mechanical Engineering,H,Home,22/12/2019,2020
202009328,UGBAGEXFU01,L700,2020/21,BA,Geography,H,Home,22/12/2019,2020
202009329,UGCHEEMFU01,H811,2020/21,MEng,Chemical Engineering,H,Home,22/12/2019,2020
202009330,UGMAMEXFU01,HB38,2020/21,BEng,Mechanical and Medical Engineering,H,Home,22/12/2019,2020
202009331,UGPOLTXFU01,L200,2020/21,BA,Politics,H,Home,22/12/2019,2020
202009332,UGLAWXXFU01,M100,2020/21,LLB,Law,H,Home,22/12/2019,2020
202009333,UGPSYCXFU01,C800,2020/21,BSc,Psychology,H,Home,22/12/2019,2020
202009334,UGCHEEXFU01,H810,2020/21,BEng,Chemical Engineering,H,Home,22/12/2019,2020
202009335,UGPSYCXFU01,C800,2020/21,BSc,Psychology,Q,Query,22/12/2019,2020
202009335,UGPSYCFFU01,C802,2020/21,BSc,Psychology,Q,Query,22/12/2019,2020
202009336,UGGEOLXFU01,F600,2020/21,BSc,Geology,H,Home,22/12/2019,2020
202009337,UGCRIMXFU01,M930,2020/21,BA,Criminology,H,Home,22/12/2019,2020
202009338,UGBIOCXFU01,C700,2020/21,BSc,Biochemistry,H,Home,22/12/2019,2020
202009339,UGGADEXFU01,W291,2020/21,BA,Game Design,H,Home,22/12/2019,2020
202009340,UGBIMEXFU01,H160,2020/21,BEng,Biomedical Engineering,H,Home,22/12/2019,2020
202009341,UGFOSCXFU01,F410,2020/21,BSc,Forensic Science,H,Home,22/12/2019,2020
202009342,UGBUSMFFU01,NN1G,2020/21,BA,Business Management,H,Home,22/12/2019,2020
202009343,UGPRITFFU01,X187,2020/21,BA,Primary Teaching,H,Home,22/12/2019,2020
202009344,UGZOOLFFU01,C301,2020/21,BSc,Zoology,H,Home,22/12/2019,2020
202009344,UGZOOLXFU01,C300,2020/21,BSc,Zoology,H,Home,22/12/2019,2020
202009344,UGZOOLFFU01,C301,2020/21,BSc,Zoology,H,Home,14/08/2020,2020
202009345,UGPRITXFU01,X120,2020/21,BA,Primary Teaching,H,Home,22/12/2019,2020
202009345,UGPRITFFU01,X187,2020/21,BA,Primary Teaching,H,Home,22/12/2019,2020
202009346,UGNURAXFU01,B740,2020/21,BSc,Nursing (Adult),H,Home,22/12/2019,2020
202009348,UGMAMEXFU01,HB38,2020/21,BEng,Mechanical and Medical Engineering,Q,Query,22/12/2019,2020
202009349,UGSAENXFU01,C613,2020/21,BSc,Sport and Exercise Nutrition,H,Home,22/12/2019,2020
202009350,UGCRIMXFU01,M930,2020/21,BA,Criminology,H,Home,22/12/2019,2020
202009351,UGCOMSXFU01,G400,2020/21,BSc,Computer Science,H,Home,22/12/2019,2020
202009351,UGCOMSMFU01,G402,2020/21,MEng,Computer Science,H,Home,22/12/2019,2020
202009352,UGGEOLXFU01,F600,2020/21,BSc,Geology,H,Home,22/12/2019,2020
202009353,UGACFMPFU01,NN4J,2020/21,BSc,Accounting and Financial Management,H,Home,22/12/2019,2020
202009354,UGNURAXFU01,B740,2020/21,BSc,Nursing (Adult),H,Home,22/12/2019,2020
202009355,UGNURMXFU01,B760,2020/21,BSc,Nursing (Mental Health),H,Home,22/12/2019,2020
202009356,UGACFMAFU01,NN4H,2020/21,BSc,Accounting and Financial Management,H,Home,22/12/2019,2020
202009357,UGODPRXFU01,B990,2020/21,BSc,Operating Department Practice,H,Home,22/12/2019,2020
202009358,UGCOMSXFU01,G400,2020/21,BSc,Computer Science,H,Home,22/12/2019,2020
202009359,UGBIMEXFU01,H160,2020/21,BEng,Biomedical Engineering,H,Home,22/12/2019,2020
202009361,UGESUSXFU01,X300,2020/21,BA,Education Studies,H,Home,22/12/2019,2020
202009362,UGINREXFU01,L290,2020/21,BA,Politics and International Relations,H,Home,22/12/2019,2020
202009363,UGCRIMXFU01,M930,2020/21,BA,Criminology,H,Home,22/12/2019,2020
202009364,UGLAWXXFU01,M100,2020/21,LLB,Law,H,Home,22/12/2019,2020
202009365,UGGADEXFU01,W291,2020/21,BA,Game Design,H,Home,22/12/2019,2020
202009366,UGPARAXFU01,B780,2020/21,BSc,Paramedic Science,H,Home,22/12/2019,2020
202009367,UGCSGDXFU01,G490,2020/21,BSc,Computer Science for Games Development,H,Home,22/12/2019,2020
202009369,UGCHSTYFU01,T101,2020/21,BA,Chinese Studies,H,Home,22/12/2019,2020
202009370,UGPRITXFU01,X120,2020/21,BA,Primary Teaching,H,Home,22/12/2019,2020
202009370,UGPRITFFU01,X187,2020/21,BA,Primary Teaching,H,Home,22/12/2019,2020
202009371,UGPRITXFU01,X120,2020/21,BA,Primary Teaching,H,Home,22/12/2019,2020
202009372,UGBUSMXFU01,N100,2020/21,BA,Business Management,H,Home,22/12/2019,2020
202009373,UGACCTXFU01,N400,2020/21,BSc,Accounting,H,Home,22/12/2019,2020
202009374,UGMIDWXFU01,B720,2020/21,BSc,Midwifery,H,Home,22/12/2019,2020
202009375,UGPARAXFU01,B780,2020/21,BSc,Paramedic Science,H,Home,22/12/2019,2020
202009376,UGCOMSXFU01,G400,2020/21,BSc,Computer Science,H,Home,22/12/2019,2020
202009377,UGMAMEXFU01,HB38,2020/21,BEng,Mechanical and Medical Engineering,H,Home,22/12/2019,2020
202009378,UGFOSCXFU01,F410,2020/21,BSc,Forensic Science,H,Home,22/12/2019,2020
202009379,UGNURCXFU01,B730,2020/21,BSc,Nursing (Child),H,Home,22/12/2019,2020
202009380,UGCRIMFFU01,M931,2020/21,BA,Criminology,H,Home,22/12/2019,2020
202009381,UGSPREXFU01,C602,2020/21,BSc,Sport Rehabilitation,H,Home,22/12/2019,2020
202009381,UGPHYSOXFU01,B160,2020/21,BSc,Physiotherapy,H,Home,22/12/2019,2020
202009382,UGPHYSOXFU01,B160,2020/21,BSc,Physiotherapy,H,Home,22/12/2019,2020
202009382,UGSPREXFU01,C602,2020/21,BSc,Sport Rehabilitation,H,Home,22/12/2019,2020
202009383,UGMARIXFU01,C160,2020/21,BSc,Marine Biology,H,Home,22/12/2019,2020
202009384,UGCSSEXFU01,G600,2020/21,BSc,Computer Science (Software Engineering),H,Home,22/12/2019,2020
202009385,UGBLSCAFU01,J962,2020/21,BSc,Logistics and Supply Chain Management,H,Home,22/12/2019,2020
202009386,UGNURAXFU02,B740,2020/21,BSc,Nursing (Adult),H,Home,22/12/2019,2020
202009386,UGNURAXFU01,B740,2020/21,BSc,Nursing (Adult),H,Home,22/12/2019,2020
202009387,UGCHEELFU01,H815,2020/21,MEng,Chemical Engineering,H,Home,22/12/2019,2020
202009388,UGNURAXFU01,B740,2020/21,BSc,Nursing (Adult),H,Home,22/12/2019,2020
202009389,UGBUSMXFU01,N100,2020/21,BA,Business Management,H,Home,22/12/2019,2020
202009390,UGPCRIFFU01,C8M8,2020/21,BSc,Psychology with Criminology,H,Home,22/12/2019,2020
202009391,UGMATHXFU01,G100,2020/21,BSc,Mathematics,H,Home,22/12/2019,2020
202009392,UGPCRIFFU01,C8M8,2020/21,BSc,Psychology with Criminology,H,Home,22/12/2019,2020
202009393,UGECO2AFU01,L117,2020/21,BSc,Economics,H,Home,22/12/2019,2020
202009394,UGPSYCFFU01,C802,2020/21,BSc,Psychology,H,Home,22/12/2019,2020
202009394,UGPRITXFU01,X120,2020/21,BA,Primary Teaching,H,Home,22/12/2019,2020
202009394,UGESUSFFU01,X322,2020/21,BA,Education Studies,H,Home,22/12/2019,2020
202009395,UGINREXFU01,L290,2020/21,BA,Politics and International Relations,H,Home,22/12/2019,2020
202009396,UGCRFSXFU01,M9F4,2020/21,BA,Criminology with Forensic Science,H,Home,22/12/2019,2020
202009397,UGWRSTXFU01,L252,2020/21,BA,War Studies,H,Home,22/12/2019,2020
202009398,UGPOLTXFU01,L200,2020/21,BA,Politics,H,Home,22/12/2019,2020
202009399,UGCRIMXFU01,M930,2020/21,BA,Criminology,Q,Query,22/12/2019,2020
202009400,UGMIDWXFU01,B720,2020/21,BSc,Midwifery,H,Home,22/12/2019,2020
202009401,UGBIOCXFU01,C700,2020/21,BSc,Biochemistry,H,Home,22/12/2019,2020
202009402,UGBAGEAFU01,L701,2020/21,BA,Geography,H,Home,22/12/2019,2020
202009403,UGACFMXFU01,NN43,2020/21,BSc,Accounting and Financial Management,H,Home,22/12/2019,2020
202009404,UGPHYSXFU01,F300,2020/21,BSc,Physics,H,Home,22/12/2019,2020
202009404,UGPHAPXFU01,F3F5,2020/21,BSc,Physics with Astrophysics,H,Home,22/12/2019,2020
202009405,UGCHEMXFU01,F100,2020/21,BSc,Chemistry,H,Home,22/12/2019,2020
202009406,UGMARIXFU01,C160,2020/21,BSc,Marine Biology,H,Home,22/12/2019,2020
202009407,UGFINMXFU01,N340,2020/21,BSc,Financial Management,H,Home,22/12/2019,2020
202009408,UGSAENXFU01,C613,2020/21,BSc,Sport and Exercise Nutrition,H,Home,22/12/2019,2020
202009409,UGBIOMXFU01,BC99,2020/21,BSc,Biomedical Science,H,Home,22/12/2019,2020
202009410,UGECO2XFU01,L115,2020/21,BSc,Economics,H,Home,22/12/2019,2020
202009411,UGHISTXFU01,V100,2020/21,BA,History,H,Home,22/12/2019,2020
202009412,UGCRPSXFU01,M9C8,2020/21,BA,Criminology with Psychology,H,Home,22/12/2019,2020
202009413,UGPSYCXFU01,C800,2020/21,BSc,Psychology,H,Home,22/12/2019,2020
202009414,UGCRIMXFU01,M930,2020/21,BA,Criminology,H,Home,22/12/2019,2020
202009415,UGNURCXFU01,B730,2020/21,BSc,Nursing (Child),H,Home,22/12/2019,2020
